 0  0  0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
 3  3  0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L99 F99 
 3  3  0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. L99 K99 H99 
 3  3  0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 G99 F99 
 3  3  0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. A99 K99 H99 
 3  3  0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. L99 D99 K99 
 3  3  0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. H99 D99 K99 
 3  3  0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. D98 K99 L98 
 3  3  0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. F99 D99 K99 
 3  3  0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. F99 K99 H99 
 3  3  0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. F99 K99 L98 
 3  3  0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. A99 L99 H99 
 3  3  0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. G99 L99 F99 
 3  3  0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. D99 K99 L98 
 3  3  0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 H99 L98 
 3  3  0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. D98 K99 L99 
 4  4  0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. L98 F99 D99 K99 
 4  4  0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... J99 D98 K99 L98 
 4  4  0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. L98 F99 A99 H99 
 4  4  0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. H99 D98 K99 L98 
 4  4  0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 H99 F99 
 4  4  0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. G99 H99 L99 F99 
 4  4  0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 F99 A99 H99 
 4  4  0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. A98 H99 G99 F99 
 4  4  0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. L98 K99 G99 F99 
 4  4  0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. D98 K99 L99 F99 
 4  4  0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. D99 K99 G99 F99 
 4  4  0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. L98 A99 K99 H99 
 4  4  0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. H99 K99 G99 F99 
 4  4  0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. D99 L99 K99 H99 
 4  4  0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. L99 F99 A99 H99 
 4  4  0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. D99 A99 K99 H99 
 4  4  0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. F99 H99 D99 K99 
 4  4  0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. L99 K99 G99 F99 
 4  4  0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. D98 L99 K99 H99 
 4  4  0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. L98 H99 D99 K99 
 4  4  0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. L99 F99 K99 H99 
 4  4  0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. L98 H99 G99 F99 
 4  4  0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. A99 H99 G99 F99 
 4  4  0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. D99 K99 L99 F99 
 4  4  0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. A99 L99 K99 H99 
 4  4  0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. F99 D98 K99 L98 
 5  5  0 ..I.K.BBI.KL.HAAKLGH.DD.G..JEEGFFJ.. D99 L99 K99 G99 F99 
 5  5  0 ..I.K.BBI.KL.HAAKLGH..DDG..JEEGFFJ.. D98 L99 K99 G99 F99 
 5  5  0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE.FF... F99 J99 D98 K99 L98 
 5  5  0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE...FF. F97 J99 D98 K99 L98 
 5  5  0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... L97 J99 D98 K99 
 5  5  0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE....FF F96 J99 D98 K99 L98 
 5  5  0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEEFF.... J99 H99 D98 K99 L98 
 5  5  0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEE.FFJ.. D98 K99 L98 H99 F99 
 5  5  0 ..I.K.BBI.KLGAA.KLGH..DDGH.JEEFF.J.. A99 D98 L99 K99 H99 
 5  5  0 ......BBI.K.AAI.KLGHDDKLGH.JEEGFFJ.. I99 A98 H99 G99 F99 
 5  5  0 ..I..LBBI.KL.AA.K.GHDDK.GH.JEEGFFJ.. G99 L98 F99 A99 H99 
 5  5  0 ..I...BBI.KLAA..KLGHDDK.GH.JEEGFFJ.. L99 A98 H99 G99 F99 
 5  5  0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEE.FFJ.. L99 K99 F99 A99 H99 
 5  5  0 ..I.K.BBI.K.AA..KLGHDD.LGH.JEEGFFJ.. A98 H99 K99 G99 F99 
 5  5  0 ..I.K.BBI.K...AAKLGH.DDLGH.JEEGFFJ.. D99 H99 K99 G99 F99 
 5  5  0 ..I.KLBBI.KL..AAK.GHDD..GH.JEEGFFJ.. L98 H99 K99 G99 F99 
 5  5  0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEE.FFJ.. F99 D99 L99 K99 H99 
 5  5  0 ..I.K.BBI.KL..AAKLGHDD..GH.JEEGFFJ.. L99 H99 K99 G99 F99 
 5  5  0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEE.FFJ.. F99 D99 A99 K99 H99 
 5  5  0 ..I.KLBBI.KLGAA.K.GH.DD.GH.JEEFF.J.. L98 D99 A99 K99 H99 
 5  5  0 ..I.KLBBI.KL.HAAK.GH.DD.G..JEEGFFJ.. D99 L98 K99 G99 F99 
 5  5  0 ..I.K.BBI.K..AA.KLGHDD.LGH.JEEGFFJ.. K99 A99 H99 G99 F99 
 5  5  0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE.FF... F99 J99 D98 K99 L99 
 5  5  0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE..FF.. F98 J99 D98 K99 L99 
 5  5  0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE...FF. F97 J99 D98 K99 L99 
 5  5  0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE....FF F96 J99 D98 K99 L99 
 5  5  0 ..I.KLBBI.KL.HAAK.GH..DDG..JEEGFFJ.. D98 L98 K99 G99 F99 
 5  5  0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE..FF.. F98 J99 D98 K99 L98 
 5  5  0 ..I.K.BBI.KLGAA.KLGH.DD.GH.JEEFF.J.. L99 D99 A99 K99 H99 
 5  5  0 ..I.KLBBI.KLGAA.K.GH..DDGH.JEEFF.J.. D98 L98 A99 K99 H99 
 5  5  0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEE.FFJ.. F99 L98 A99 K99 H99 
 5  5  0 ..I...BBI.KL.AA.KLGHDDK.GH.JEEGFFJ.. G99 L99 F99 A99 H99 
 5  5  0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. L98 A98 H99 G99 F99 
 5  5  0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEEFF.... H99 J99 D98 K99 L99 
 5  5  0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEE.FFJ.. H99 D98 K99 L99 F99 
 5  5  0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEE.FFJ.. D99 K99 L98 H99 F99 
 6  6  0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEEFF.... J99 A99 D98 L99 K99 H99 
 6  6  0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE...FF. F97 J99 H99 D98 K99 L98 
 6  6  0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG...FF G99 F96 J99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEE.FF... H99 F99 J99 D98 K99 L99 
 6  6  0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEG.FF.. G99 F98 J99 D98 K99 L99 
 6  6  0 ..I.K.BBI.KLG.AAKLG..JDDGH.JEE.HFF.. H98 F98 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE...JFF J98 F96 D98 K99 L98 
 6  6  0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEG..FF. G99 F97 J99 D98 K99 L99 
 6  6  0 ..I.K.BBI.KL..AAKLGH..DDGH.JEEGFFJ.. H99 D98 L99 K99 G99 F99 
 6  6  0 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H..FF H98 F96 J99 D98 K99 L98 
 6  6  0 ..I.KLBBI.KLGAA.K.GH..DDGH.JEE.FFJ.. A99 D98 K99 L98 H99 F99 
 6  6  0 .....LBBI.KLAAI.K.GHDDK.GH.JEEGFFJ.. L98 I99 A98 H99 G99 F99 
 6  6  0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EEFF.... J98 D98 L98 A99 K99 H99 
 6  6  0 ..I.KLBBI.KL.AA.K.GHDD..GH.JEEGFFJ.. K99 G99 L98 F99 A99 H99 
 6  6  0 ..I.K.BBI.KLGAA.KLGH..DDGH.JEE.FFJ.. D98 L99 K99 F99 A99 H99 
 6  6  0 ..I.K.BBI.K.AA..KLGH.DDLGH.JEEGFFJ.. D99 A98 H99 K99 G99 F99 
 6  6  0 ..I.KLBBIJKLGAAJK.GH..DDGH..EEFF.... J97 D98 L98 A99 K99 H99 
 6  6  0 ..I.K.BBI.KLAA..KLGHDD..GH.JEEGFFJ.. K99 L99 A98 H99 G99 F99 
 6  6  0 ....K.BBI.K.AAI.KLGHDD.LGH.JEEGFFJ.. I99 A98 H99 K99 G99 F99 
 6  6  0 ..IJKLBBIJKLGAA.K.GH..DDGH..EEFF.... J96 D98 L98 A99 K99 H99 
 6  6  0 ..I.KLBBI.KL..AAK.GH.DD.GH.JEEGFFJ.. D99 L98 H99 K99 G99 F99 
 6  6  0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE..FF.. F98 J99 H99 D98 K99 L98 
 6  6  0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEGFF... G99 F99 J99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KLG.AAKLG..JDDGH.JEE.H.FF. H98 F97 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE.FF... H99 F99 J99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEE...FF. F97 H99 J99 D98 K99 L99 
 6  6  0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE...JFF J98 F96 D98 K99 L99 
 6  6  0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG.FF.. G99 F98 J99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEGFF... G99 F99 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H.FF. H98 F97 J99 D98 K99 L98 
 6  6  0 ......BBI.KLAAI.KLGHDDK.GH.JEEGFFJ.. I99 L99 A98 H99 G99 F99 
 6  6  0 ..I.KLBBI.KLGAA.K.GH.DD.GH.JEE.FFJ.. L98 F99 D99 A99 K99 H99 
 6  6  0 ..I.K.BBI.K..AA.KLGH.DDLGH.JEEGFFJ.. D99 K99 A99 H99 G99 F99 
 6  6  0 ..I.K.BBIJKLGAAJKLGH..DDGH..EEFF.... J97 A99 D98 L99 K99 H99 
 6  6  0 ..I.KLBBI.KLAA..K.GHDD..GH.JEEGFFJ.. L98 A98 H99 K99 G99 F99 
 6  6  0 ..I.K.BBI.KL.AA.KLGHDD..GH.JEEGFFJ.. L99 K99 A99 H99 G99 F99 
 6  6  0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEG...FF G99 F96 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG..FF. G99 F97 J99 D98 K99 L98 
 6  6  0 ..IJK.BBIJKLGAA.KLGH..DDGH..EEFF.... J96 A99 D98 L99 K99 H99 
 6  6  0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE....FF F96 J99 H99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEE....FF H99 F96 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEEFF.... J99 D98 L98 A99 K99 H99 
 6  6  0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEE..FF.. F98 H99 J99 D98 K99 L99 
 6  6  0 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.HFF.. H98 F98 J99 D98 K99 L98 
 6  6  0 ..I.K.BBI.KLG.AAKLG..JDDGH.JEE.H..FF H98 F96 J99 D98 K99 L99 
 6  6  0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EEFF.... J98 A99 D98 L99 K99 H99 
 6  6  0 ..I.K.BBI.KL..AAKLGH.DD.GH.JEEGFFJ.. D99 L99 H99 K99 G99 F99 
 6  6  0 ..I.K.BBI.KLGAA.KLGH.DD.GH.JEE.FFJ.. A99 F99 D99 L99 K99 H99 
 6  6  0 ..I.KLBBI.KL..AAK.GH..DDGH.JEEGFFJ.. D98 L98 H99 K99 G99 F99 
 7  7  0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE..FF.. F98 J99 A99 D98 L99 K99 H99 
 7  7  0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE....FF F96 J99 A99 D98 L99 K99 H99 
 7  7  0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.H.FF. A99 H98 F97 J99 D98 K99 L99 
 7  7  0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE...FF. A99 F97 J99 H99 D98 K99 L98 
 7  7  0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEGFF... H99 G99 F99 J99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE...JFF D97 J98 F96 K99 L99 
 7  7  0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEE...JFF H99 J98 F96 D98 K99 L99 
 7  7  0 ..I.K.BBI.KL.HAAKLGH..DDG..JEEG..JFF G99 J98 F96 D98 K99 L99 
 7  7  0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE...JFF D96 J98 F96 K99 L99 
 7  7  0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGHFF.. H98 G99 F98 J99 D98 K99 L98 
 7  7  0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE...JFF D97 J98 F96 K99 L98 
 7  7  0 ..I.KLBBI.KL.HAAK.GH..DDG..JEEG..JFF G99 J98 F96 D98 K99 L98 
 7  7  0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG.FF.. H99 G99 F98 J99 D98 K99 L99 
 7  7  0 ..I.K.BBI.KLG.AAKLG...DDGH.JEE.H.JFF H98 J98 F96 D98 K99 L99 
 7  7  0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H..FF A99 H98 F96 J99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE.FF... J98 D98 L99 K99 F99 A99 H99 
 7  7  0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG...FF H99 G99 F96 J99 D98 K99 L98 
 7  7  0 ..IJKLBBIJKLG.AAK.GH..DDGH..EEFF.... A98 J96 D98 L98 K99 H99 
 7  7  0 ..I.KLBBI.KLG.AAK.G...DDGH.JEE.H.JFF J98 H98 F96 D98 K99 L98 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGH.EE.FF.... E99 J98 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.HFF.. A99 H98 F98 J99 D98 K99 L99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH.DD.GH..EEFF.... D97 J97 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE....FF F96 J98 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KL.AA.KLGH.DD.GH.JEEGFFJ.. L99 D99 K99 A99 H99 G99 F99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE...FF. F97 J97 A99 D98 L99 K99 H99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGH.EE.FF.... E99 J97 A99 D98 L99 K99 H99 
 7  7  0 ....K.BB..K.AAI.KLGHIDDLGH.JEEGFFJ.. I98 D99 A98 H99 K99 G99 F99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGHEE..FF.... E98 J97 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KL.AA.K.GH..DDGH.JEEGFFJ.. D98 K99 G99 L98 F99 A99 H99 
 7  7  0 ....K.BB..K.AA..KLGHIDDLGHIJEEGFFJ.. I97 D99 A98 H99 K99 G99 F99 
 7  7  0 ..I.KLBBI.KLAA..K.GH..DDGH.JEEGFFJ.. D98 L98 A98 H99 K99 G99 F99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE..FF.. F98 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE.FF... F99 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBIJKLGAAJKLGHDD..GH..EEFF.... D96 J97 A99 L99 K99 H99 
 7  7  0 ....K.BBI.KLAAI.KLGHDD..GH.JEEGFFJ.. L99 I99 A98 H99 K99 G99 F99 
 7  7  0 ..IJKLBBIJKLGAA.K.GH..DDGHEE..FF.... E98 J96 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGH..FF H98 G99 F96 J99 D98 K99 L99 
 7  7  0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE....FF F96 J96 D98 L98 A99 K99 H99 
 7  7  0 ..IJKLBBIJKLGAA.K.GHDD..GH..EEFF.... D96 J96 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE.FF... J99 D98 L99 K99 F99 A99 H99 
 7  7  0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG.FF.. H99 G99 F98 J99 D98 K99 L98 
 7  7  0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH.FF. G99 H98 F97 J99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG..FF. H99 G99 F97 J99 D98 K99 L99 
 7  7  0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEGFF... J99 H99 D98 L99 K99 G99 F99 
 7  7  0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGH.FF. H98 G99 F97 J99 D98 K99 L99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE.FF... F99 J96 A99 D98 L99 K99 H99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH.DD.GH..EEFF.... D97 J96 A99 L99 K99 H99 
 7  7  0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG..FF. G99 F97 J99 H99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGHFF.. G99 H98 F98 J99 D98 K99 L99 
 7  7  0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE..FF.. F98 J98 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE.FF... J99 A99 D98 K99 L98 H99 F99 
 7  7  0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.H..FF A99 H98 F96 J99 D98 K99 L99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE.FF... J97 D98 L99 K99 F99 A99 H99 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE...FF. F97 J98 D98 L98 A99 K99 H99 
 7  7  0 ....K.BBI.K.AAI.KLGH.DDLGH.JEEGFFJ.. D99 I99 A98 H99 K99 G99 F99 
 7  7  0 ..I.K.BBI.KLGAAJKLGH.JDDGH.EE.FF.... E99 J98 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KL.AA.K.GH.DD.GH.JEEGFFJ.. L98 D99 K99 A99 H99 G99 F99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH..DDGH.EE.FF.... E99 J96 A99 D98 L99 K99 H99 
 7  7  0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE...FF. F97 J99 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE..FF.. A99 F98 J99 H99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KLAA..KLGH..DDGH.JEEGFFJ.. D98 K99 L99 A98 H99 G99 F99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE...FF. F97 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE.FF... F99 J98 D98 L98 A99 K99 H99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH..DDGHEE..FF.... E98 J96 A99 D98 L99 K99 H99 
 7  7  0 ..IJK.BBIJKLGAA.KLGHDD..GH..EEFF.... D96 J96 A99 L99 K99 H99 
 7  7  0 ....KLBBI.KLAAI.K.GHDD..GH.JEEGFFJ.. L98 I99 A98 H99 K99 G99 F99 
 7  7  0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H.FF. A99 H98 F97 J99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE...FF. F97 J98 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEE...JFF J98 F96 H99 D98 K99 L98 
 7  7  0 ..I.K.BBI.KL.AA.KLGH..DDGH.JEEGFFJ.. G99 D98 L99 K99 F99 A99 H99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE..FF.. F98 J96 A99 D98 L99 K99 H99 
 7  7  0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE...FF. F97 J96 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE..FF.. F98 J98 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE....FF F96 J99 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KLAA..KLGH.DD.GH.JEEGFFJ.. D99 K99 L99 A98 H99 G99 F99 
 7  7  0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE.FF... F99 J96 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KLAA..K.GH.DD.GH.JEEGFFJ.. A98 D99 L98 H99 K99 G99 F99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE..FF.. F98 J97 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAAJK.GH.JDDGHEE..FF.... E98 J98 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH.DD.GH..EEFF.... D97 J97 A99 L99 K99 H99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE....FF F96 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG...FF H99 G99 F96 J99 D98 K99 L99 
 7  7  0 ..I.KLBBIJKLGAAJK.GHDD..GH..EEFF.... D96 J97 L98 A99 K99 H99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGH.EE.FF.... E99 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE....FF F96 J97 A99 D98 L99 K99 H99 
 7  7  0 ..I.KLBBIJKLGAAJK.GH..DDGHEE..FF.... E98 J97 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.HFF.. A99 H98 F98 J99 D98 K99 L98 
 7  7  0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE...FF. F97 J96 D98 L98 A99 K99 H99 
 7  7  0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH..FF G99 H98 F96 J99 D98 K99 L98 
