5.0  0 5.0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
7.0  2 5.0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. L99 F99 
7.0  2 5.0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. D99 K99 
7.0  2 5.0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. A99 H99 
7.0  2 5.0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. F99 H99 
7.0  2 5.0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. F99 K99 
7.0  2 5.0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. H99 L99 
7.0  2 5.0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 
7.0  2 5.0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. G99 F99 
7.0  2 5.0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 H99 
7.5  5 2.5 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE..FF.. F98 J99 D98 K99 L98 
7.5  5 2.5 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE...FF. F97 J99 D98 K99 L98 
7.5  5 2.5 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEEFF.... J99 D98 L98 K99 H99 
7.5  5 2.5 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE.FF... J99 F99 D98 L98 K99 
7.5  5 2.5 ..I.KLBBI.KLGAA.K.GH..DDGH.JEEFF.J.. D98 L98 K99 A99 H99 
7.5  5 2.5 ..I.KLBBI.KLG.AAK.GH..DDGH.JEE.FFJ.. D98 L98 H99 F99 K99 
7.5  5 2.5 ..I.KLBBI.KLGHAAK.GH.JDDG..JEE....FF F96 J99 D98 K99 L98 
7.5  5 2.5 ..I.KLBBI.KL.HAAK.GH..DDG..JEEGFFJ.. D98 L98 G99 F99 K99 
7.5  5 2.5 ..I.KLBBI.KL.HAAK.GH.DD.G..JEEGFFJ.. L98 D99 G99 F99 K99 
7.5  5 2.5 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEE.FFJ.. L98 F99 D99 K99 H99 
7.5  5 2.5 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. L98 A98 H99 G99 F99 
7.5  5 2.5 ..I.KLBBI.KL..AAK.GHDD..GH.JEEGFFJ.. L98 K99 H99 G99 F99 
7.5  5 2.5 ..I..LBBI.KL.AA.K.GHDDK.GH.JEEGFFJ.. L98 G99 F99 A99 H99 
7.5  5 2.5 ..I.KLBBI.KLGAA.K.GHDD..GH.JEE.FFJ.. L98 F99 K99 A99 H99 
7.5  5 2.5 ..I.KLBBI.KLGAA.K.GH.DD.GH.JEEFF.J.. L98 D99 K99 A99 H99 
8.0  3 5.0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. A99 H99 L99 
8.0  3 5.0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. G99 L99 F99 
8.0  3 5.0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. D99 K99 L99 
8.0  3 5.0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. F99 H99 L99 
8.0  3 5.0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. L99 F99 K99 
8.0  3 5.0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. D98 K99 L99 
8.0  3 5.0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. L99 K99 H99 
8.0  3 5.0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. F99 D99 K99 
8.0  3 5.0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. F99 A99 H99 
8.0  3 5.0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. D99 K99 H99 
8.0  3 5.0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 A99 H99 
8.0  3 5.0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. H99 G99 F99 
8.0  3 5.0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. H99 F99 K99 
8.0  3 5.0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. G99 F99 K99 
8.5  6 2.5 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG..FF. G99 F97 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H.FF. H98 F97 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.HFF.. H98 F98 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG.FF.. G99 F98 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE..FF.. F98 J99 D98 L98 K99 H99 
8.5  6 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH..EEFF.... J96 D98 L98 K99 A99 H99 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE.FF... J99 D98 L98 H99 F99 K99 
8.5  6 2.5 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEEFF.... J99 D98 L98 K99 A99 H99 
8.5  6 2.5 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG...FF G99 F96 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H..FF H98 F96 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE....FF H99 F96 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLGHAAK.GH..DDG..JEE...JFF J98 F96 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE...FF. H99 F97 J99 D98 K99 L98 
8.5  6 2.5 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEGFF... J99 D98 L98 G99 F99 K99 
8.5  6 2.5 ..I.KLBBI.KL..AAK.GH..DDGH.JEEGFFJ.. G99 H99 F99 D98 L98 K99 
8.5  6 2.5 ..I.KLBBI.KLGAA.K.GH..DDGH.JEE.FFJ.. D98 L98 F99 K99 A99 H99 
8.5  6 2.5 ..I.KLBBI.KLGAA.K.GH.DD.GH.JEE.FFJ.. L98 A99 F99 D99 K99 H99 
8.5  6 2.5 ..I.KLBBI.KL..AAK.GH.DD.GH.JEEGFFJ.. L98 H99 D99 G99 F99 K99 
8.5  6 2.5 ..I.KLBBI.KLAA..K.GHDD..GH.JEEGFFJ.. L98 K99 A98 H99 G99 F99 
8.5  6 2.5 ..I.KLBBI.KL.AA.K.GHDD..GH.JEEGFFJ.. L98 G99 F99 K99 A99 H99 
9.0  4 5.0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... J99 D98 K99 L99 
9.0  4 5.0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. D98 L99 F99 K99 
9.0  4 5.0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. D99 L99 F99 K99 
9.0  4 5.0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. H99 D98 K99 L99 
9.0  4 5.0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. L99 H99 F99 K99 
9.0  4 5.0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. L99 K99 A99 H99 
9.0  4 5.0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. H99 D99 K99 L99 
9.0  4 5.0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. A99 F99 H99 L99 
9.0  4 5.0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. G99 F99 H99 L99 
9.0  4 5.0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. D99 G99 F99 K99 
9.0  4 5.0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. L99 G99 F99 K99 
9.0  4 5.0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. F99 D99 K99 H99 
9.0  4 5.0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. A98 H99 G99 F99 
9.0  4 5.0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 H99 G99 F99 
9.0  4 5.0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. G99 F99 A99 H99 
9.0  4 5.0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. F99 K99 A99 H99 
9.0  4 5.0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. D99 K99 A99 H99 
9.0  9 0.0 ..IJ.LBBIJ.LGAA...GHDDK.GHEEK.FF..K. K96 E98 D96 J96 L98 A99 H99 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.HFF.. A99 H98 F98 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H.FF. A99 H98 F97 J99 D98 K99 L98 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH.EE.FF.... E99 J96 D98 L98 K99 A99 H99 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH..EEFF.... D97 J96 L98 K99 A99 H99 
9.5  7 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH..EEFF.... A98 J96 D98 L98 K99 H99 
9.5  7 2.5 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGHFF.. G99 H98 F98 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG.FF.. H99 G99 F98 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE..FF.. F98 J99 D98 L98 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE....FF A99 H99 F96 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG..FF. G99 H99 F97 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLGHAAK.GHDD..G..JEE...JFF D96 J98 F96 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLG.AAK.G...DDGH.JEE.H.JFF J98 H98 F96 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH..FF H98 G99 F96 J99 D98 K99 L98 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH..EEFF.... D96 J96 L98 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH.FF. G99 H98 F97 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE...JFF D97 J98 F96 K99 L98 
9.5  7 2.5 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG...FF H99 G99 F96 J99 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEGFF... J99 G99 H99 F99 D98 L98 K99 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH..EE.FF... J96 D98 L98 F99 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE.FF... J99 D98 L98 F99 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KLG.AAK.GH..DDGH.JEE...JFF H99 J98 F96 D98 K99 L98 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE...FF. F97 A99 J99 D98 L98 K99 H99 
9.5  7 2.5 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H..FF A99 H98 F96 J99 D98 K99 L98 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH..EE...FF. F97 J96 D98 L98 K99 A99 H99 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGHEE..FF.... E98 J96 D98 L98 K99 A99 H99 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH..EE..FF.. F98 J96 D98 L98 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KL.HAAK.GH..DDG..JEEG..JFF G99 J98 F96 D98 K99 L98 
9.5  7 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH..EE....FF F96 J96 D98 K99 A99 H99 L98 
9.5  7 2.5 ..I.KLBBI.KLAA..K.GH..DDGH.JEEGFFJ.. D98 L98 K99 A98 H99 G99 F99 
9.5  7 2.5 ..I.KLBBI.KL.AA.K.GH..DDGH.JEEGFFJ.. D98 L98 G99 F99 K99 A99 H99 
9.5  7 2.5 ..I.KLBBI.KLAA..K.GH.DD.GH.JEEGFFJ.. L98 A98 H99 D99 G99 F99 K99 
9.5  7 2.5 ..I.KLBBI.KL.AA.K.GH.DD.GH.JEEGFFJ.. L98 G99 A99 F99 D99 K99 H99 
10.0  5 5.0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE....FF F96 J99 D98 K99 L99 
10.0  5 5.0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE.FF... J99 D98 L99 F99 K99 
10.0  5 5.0 ..I.K.BBI.KLGAA.KLGH..DDGH.JEEFF.J.. D98 L99 K99 A99 H99 
10.0  5 5.0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE..FF.. F98 J99 D98 K99 L99 
10.0  5 5.0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEE.FFJ.. F99 H99 D98 K99 L99 
10.0  5 5.0 ..I.K.BBI.KL.HAAKLGH.DD.G..JEEGFFJ.. G99 D99 L99 F99 K99 
10.0  5 5.0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEEFF.... H99 J99 D98 K99 L99 
10.0  5 5.0 ..I...BBI.KLAA..KLGHDDK.GH.JEEGFFJ.. A98 G99 F99 H99 L99 
10.0  5 5.0 ..I.K.BBI.KL.HAAKLGH..DDG..JEEGFFJ.. D98 G99 L99 F99 K99 
10.0  5 5.0 ..I...BBI.KL.AA.KLGHDDK.GH.JEEGFFJ.. A99 G99 F99 H99 L99 
10.0  5 5.0 ..I.K.BBI.KL..AAKLGHDD..GH.JEEGFFJ.. L99 K99 H99 G99 F99 
10.0  5 5.0 ..I.K.BBI.KLGAA.KLGH.DD.GH.JEEFF.J.. L99 D99 K99 A99 H99 
10.0  5 5.0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEE.FFJ.. L99 F99 K99 A99 H99 
10.0  5 5.0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEE.FFJ.. L99 F99 D99 K99 H99 
10.0  5 5.0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEE...FF. F97 J99 D98 K99 L99 
10.0  5 5.0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEE.FFJ.. A99 F99 D99 K99 H99 
10.0  5 5.0 ..I.K.BBI.K...AAKLGH.DDLGH.JEEGFFJ.. H99 D99 G99 F99 K99 
10.0  5 5.0 ..I.K.BBI.K.AA..KLGHDD.LGH.JEEGFFJ.. K99 A98 H99 G99 F99 
10.0  5 5.0 ..I.K.BBI.K..AA.KLGHDD.LGH.JEEGFFJ.. G99 F99 K99 A99 H99 
10.0 10 0.0 ..IJ.LBBIJ.LG...AAGHDDK.GHEEK.FF..K. A96 K96 E98 D96 J96 L98 H99 
10.0 10 0.0 ..IJ.LBBIJ.LGAA...GHDDK.GHEEK...FFK. K96 F98 E98 D96 J96 L98 A99 H99 
10.0 10 0.0 ..IJ.LBBIJ.LGAA...GHDDK.GHEEK..FF.K. K96 F99 E98 D96 J96 L98 A99 H99 
10.0 10 0.0 ..IJ.LBBIJ.LG.AA..GHDDK.GHEEK.FF..K. K96 A98 E98 D96 J96 L98 H99 
10.0 10 0.0 ..IJ..BBIJ..GAA...GHDDK.GHEEKLFF..KL K96 L96 D96 E98 J96 A99 H99 
10.0 10 0.0 ..IJ..BBIJ..GAA...GHDDKLGHEEKLFF..K. K96 L97 D96 E98 J96 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGHAAK.GH..DDG...EEFF.... H98 A98 J96 D98 L98 K99 
10.5  8 2.5 ..I.KLBBI.KLAA..K.G..JDDGH.JEEGHFF.. A98 G99 H98 F98 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLG.AAK.GDD...GH.JEE.H.JFF D95 J98 H98 F96 K99 L98 
10.5  8 2.5 ..I..LBBI.KLGHAAK.GHDDK.G..JEE...JFF K98 D96 J98 F96 L98 
10.5  8 2.5 ..IJ.LBBIJKLGAA.K.GHDDK.GH..EEFF.... K98 D96 J96 L98 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GHDD..GH..EEFF.... A98 D96 J96 L98 K99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH.EE.FF.... D96 E99 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH.EE.FF.... A98 E99 J96 D98 L98 K99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH.DD.GH..EEFF.... A98 D97 J96 L98 K99 H99 
10.5  8 2.5 ..I.KLBBI.KLG.AAK.G.DD..GH.JEE.H.JFF H98 D96 J98 F96 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH..EE.FF... A98 J96 D98 L98 F99 K99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH..EE.FF... D96 F99 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH.EE.FF.... D97 E99 J96 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.G..JDDGH.JEEGHFF.. G99 A99 H98 F98 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLAA..K.G..JDDGH.JEEGH.FF. A98 G99 H98 F97 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.G..JDDGH.JEEGH.FF. A99 G99 H98 F97 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLAA..K.G..JDDGH.JEEGH..FF A98 H98 G99 F96 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.GH.JDDGH.JEEG..FF. G99 F97 A99 J99 D98 L98 K99 H99 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.G..JDDGH.JEEGH..FF G99 A99 H98 F96 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLGAA.K.G...DDGH.JEE.H.JFF J98 A99 H98 F96 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEE...JFF D97 H99 J98 F96 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH..EE.FF... D97 F99 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.G...DDGH..EE.H.FF. H98 F97 J96 D98 L98 K99 A99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH..EE...FF. D96 F97 J96 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.GH.JDDGH.JEEG.FF.. G99 F98 J99 D98 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KLAA..K.GH.JDDGH.JEEG..FF. A98 H99 G99 F97 J99 D98 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.G...DDGH..EE.HFF.. H98 F98 J96 D98 L98 K99 A99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH.EE...FF.. E99 F98 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH..EE..FF.. A98 F98 J96 D98 L98 K99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH..EE..FF.. D97 F98 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGHEE..FF.... A98 E98 J96 D98 L98 K99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGHEE...FF... F99 E98 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GHEE..FF.... D97 E98 J96 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KL..AAK.G...DDGH.JEEGH.JFF H98 G99 J98 F96 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KL.HAAK.GHDD..G..JEEG..JFF D96 G99 J98 F96 K99 L98 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.GH.JDDGH.JEEG...FF A99 H99 G99 F96 J99 D98 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLAA..K.GH.JDDGH.JEEG.FF.. A98 H99 G99 F98 J99 D98 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH..EE....FF A98 F96 J96 D98 K99 H99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH..EE....FF D97 F96 J96 K99 A99 H99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH.EE.....FF E99 F96 J96 D98 K99 A99 H99 L98 
10.5  8 2.5 ..I.KLBBI.KLAA..K.GH.JDDGH.JEEG...FF A98 H99 G99 F96 J99 D98 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGHEE....FF.. E98 F98 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ....KLBB..KLAA..K.GHI.DDGHIJEEGFFJ.. I97 D98 L98 K99 A98 H99 G99 F99 
10.5  8 2.5 ..IJKLBBIJKLAA..K.GH..DDGH..EEGFF... J96 D98 L98 K99 A98 H99 G99 F99 
10.5  8 2.5 ..IJKLBBIJKL.AA.K.GH..DDGH..EEGFF... J96 D98 L98 G99 F99 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KL.AA.K.GH.JDDGH.JEEGFF... J99 D98 L98 G99 F99 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH.DD.GH..EE...FF. F97 D97 J96 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KLAA..K.GH.JDDGH.JEEGFF... J99 D98 L98 K99 A98 H99 G99 F99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.G...DDGH..EE.H..FF J96 A99 H98 F96 D98 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH..EE....FF F96 D96 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH.EE....FF. E99 F97 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KL.HAAK.GH.DD.G..JEEG..JFF G99 D97 J98 F96 K99 L98 
10.5  8 2.5 ..I.KLBBI.KLG.AAK.G..DD.GH.JEE.H.JFF D97 J98 H98 F96 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGHEE......FF F96 E98 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLG.AAK.GH..DDGH..EE...FF. F97 A98 J96 D98 L98 K99 H99 
10.5  8 2.5 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE...JFF D96 H99 J98 F96 K99 L98 
10.5  8 2.5 ..IJKLBBIJKL.AA.K.GH..DDGH..EEG...FF G99 F96 J96 D98 K99 A99 H99 L98 
10.5  8 2.5 ..I.KLBBI.KL..AAK.GH..DDGH.JEEG..JFF G99 H99 J98 F96 D98 K99 L98 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GH..EE..FF.. F98 D96 J96 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGHEE.....FF. E98 F97 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GH..DDGH.EE..FF... F99 E99 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKL.AA.K.GH..DDGH..EEG..FF. G99 F97 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKL.AA.K.GH..DDGH..EEG.FF.. G99 F98 J96 D98 L98 K99 A99 H99 
10.5  8 2.5 ..IJKLBBIJKLGAA.K.GHDD..GHEE..FF.... E98 D96 J96 L98 K99 A99 H99 
10.5  8 2.5 ..I.KLBBI.KLGAA.K.GH..DDGH.JEE...JFF J96 F96 D98 L98 K99 A99 H99 
10.5  8 2.5 ....KLBB..KLAA..K.GHIDD.GHIJEEGFFJ.. L98 I97 A98 H99 D99 G99 F99 K99 
11.0  6 5.0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE...JFF J98 F96 D98 K99 L99 
