5.0  0 5.0 JBBCCCJDD..MJAAL.MFFKL.N..KGGN.HH...
9.0  4 5.0 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..K.HH D99 F99 K99 H97 
9.0  4 5.0 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..KHH. F99 K99 H98 L99 
9.0  4 5.0 JBBCCCJ..DDMJAAL.MFF.L....KGGN..KHHN N99 K99 H98 D98 
9.0  4 5.0 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.K.HH J97 F99 K99 H97 
9.0  4 5.0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN...HHN D99 H98 M99 N99 
9.0  4 5.0 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..KHH. F98 K99 H98 L99 
9.0  4 5.0 JBBCCCJDDL.MJAAL.M...FFN..KGGN..KHH. F97 K99 H98 L99 
9.0  4 5.0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN..HH.N D98 H99 M99 N99 
9.0  4 5.0 JBBCCCJ..DD.JAAL.MFFKL.M..KGGNHH...N D98 H99 M99 N99 
9.0  4 5.0 JBBCCCJDDL..JAAL.MFFK..M..KGGN...HHN H98 L99 M99 N99 
9.0  4 5.0 JBBCCCJDDL.MJAAL.M.FF..N..KGGN..K.HH F99 L99 K99 H97 
9.0  4 5.0 JBBCCCJ.DD..JAAL.MFFKL.M..KGGNHH...N D99 H99 M99 N99 
9.0  4 5.0 JBBCCCJDDL..JAAL.MFFK..M..KGGN..HH.N M99 H99 L99 N99 
9.0  4 5.0 JBBCCCJ...DDJAAL.MFFKL.M..KGGN..HH.N D97 H99 M99 N99 
9.0  4 5.0 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..K.HH D98 F99 K99 H97 
9.0  4 5.0 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..KHH. J99 F99 K99 H98 
9.0  4 5.0 JBBCCCJDDL.MJAAL.M.FF..N..KGGNHHK... F99 K99 H99 L99 
9.0  4 5.0 JBBCCCJ...DDJAAL.MFFKL.M..KGGN...HHN H98 D97 M99 N99 
9.0  4 5.0 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. J97 F99 K99 H98 
9.0  4 5.0 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..KHH. F99 D99 K99 H98 
9.0  4 5.0 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. J98 F99 K99 H98 
9.5  7 2.5 BBCCCM.DD..MJAAL..JFFL.NJ.KGGNHHK... M99 C99 B99 J98 F99 K99 H99 
9.5  7 2.5 BBCCCM.DD..MJAAL..JFFL.NJ.KGGN..K.HH M99 C99 B99 J98 F99 K99 H97 
9.5  7 2.5 BBCCCM.DD..M.AAL..JFFL.NJ.KGGNJ.K.HH M99 C99 B99 J97 F99 K99 H97 
9.5  7 2.5 BBCCCMJDD..MJAAL..JFFL.N..KGGNHHK... M99 C99 B99 J99 F99 K99 H99 
9.5  7 2.5 BBCCCMJDD..MJAAL..JFFL.N..KGGN..K.HH M99 C99 B99 J99 F99 K99 H97 
9.5  7 2.5 BBCCCM.DD..MJAAL..JFFL.NJ.KGGN..KHH. M99 C99 B99 J98 F99 K99 H98 
9.5  7 2.5 BBCCCMJDD..MJAAL..JFFL.N..KGGN..KHH. M99 C99 B99 J99 F99 K99 H98 
9.5  7 2.5 BBCCCM.DD..M.AAL..JFFL.NJ.KGGNJ.KHH. M99 C99 B99 J97 F99 K99 H98 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJFF..N..KGGN..K.HH L99 J99 F99 K99 H97 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGNHHK... J99 F98 K99 H99 L99 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGNHHK... L99 J98 F99 K99 H99 
10.0  5 5.0 .BBCCC.DD..MAA.L.MJFFL.NJ.KGGNJ.K.HH A99 J97 F99 K99 H97 
10.0  5 5.0 .BBCCCDD...M.AAL.MJFFL.NJ.KGGNJ.K.HH D99 J97 F99 K99 H97 
10.0  5 5.0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGN..KHH. J99 F99 K99 H98 D98 
10.0  5 5.0 JBBCCCJ...DDJAAL.MFF.L.M..KGGN..KHHN D97 K99 H98 M99 N99 
10.0  5 5.0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGN..K.HH D98 J98 F99 K99 H97 
10.0  5 5.0 .BBCCC...DDM.AAL.MJFFL.NJ.KGGNJ.KHH. J97 F99 K99 H98 D98 
10.0  5 5.0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGN..K.HH B99 J98 F99 K99 H97 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGN..KHH. J99 F98 K99 H98 L99 
10.0  5 5.0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGNHHK... B99 J98 F99 K99 H99 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGN..KHH. J98 F98 K99 H98 L99 
10.0  5 5.0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGN..KHH. J98 F99 K99 H98 D98 
10.0  5 5.0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGNHHK... J98 D99 F99 K99 H99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN....HH K98 F97 L99 H97 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGN..K.HH J98 F97 L99 K99 H97 
10.0  5 5.0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGNHHK... J99 D98 F99 K99 H99 
10.0  5 5.0 .BBCCC.DD..MJAAL.MJFFL..J.KGGN..KHHN J98 F99 K99 H98 N99 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJ..FFNJ.KGGNJ.K.HH J97 F97 L99 K99 H97 
10.0  5 5.0 .BBCCCJDD..MJAAL.MJFFL....KGGNHHK..N J99 F99 K99 H99 N99 
10.0  5 5.0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGN..K.HH D99 J99 F99 K99 H97 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJ.FF.NJ.KGGNJ.KHH. J97 F98 K99 H98 L99 
10.0  5 5.0 .BBCCC.DD..M.AAL.MJFFL..J.KGGNJ.KHHN J97 F99 K99 H98 N99 
10.0  5 5.0 BB.CCCJDD..MJAAL.MJFFL.N..KGGNHHK... B99 J99 F99 K99 H99 
10.0  5 5.0 JBBCCCJ..LDDJAAL.MFFK..M..KGGN...HHN H98 L99 D97 M99 N99 
10.0  5 5.0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGNHHK... D99 J98 F99 K99 H99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M.FF.....KGGN..KHHN F99 L99 K99 H98 N99 
10.0  5 5.0 JBBCCCJ..DD.JAAL.MFF.L.M..KGGN..KHHN K99 H98 D98 M99 N99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M.FF.....KGGNHHK..N F99 N99 K99 H99 L99 
10.0  5 5.0 JBBCCCJ.DD.MJAAL.M.FFL....KGGNHHK..N F99 K99 H99 D99 N99 
10.0  5 5.0 JBBCCCJDD...JAAL.M.FFL.M..KGGN..KHHN F99 K99 H98 M99 N99 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGNHHK... J99 F97 K99 H99 L99 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGNHHK... J98 F98 K99 H99 L99 
10.0  5 5.0 JBBCCCJDDL..JAAL.MFF...M..KGGN..KHHN L99 K99 H98 M99 N99 
10.0  5 5.0 JBBCCCJ.DD.MJAAL.M.FFL....KGGN..KHHN F99 K99 H98 D99 N99 
10.0  5 5.0 JBBCCCJDDL..JAAL.MFF...M..KGGNHHK..N L99 K99 H99 M99 N99 
10.0  5 5.0 JBBCCCJ.DD..JAAL.MFF.L.M..KGGNHHK..N M99 K99 H99 D99 N99 
10.0  5 5.0 JBBCCCJDD...JAAL.M.FFL.M..KGGNHHK..N F99 K99 H99 M99 N99 
10.0  5 5.0 BB.CCC.DD..M.AAL.MJFFL.NJ.KGGNJ.K.HH B99 J97 F99 K99 H97 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJFF..N..KGGN..KHH. J99 F99 K99 H98 L99 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGN..KHH. J99 F97 K99 H98 L99 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ.FF.NJ.KGGN..K.HH J98 F98 L99 K99 H97 
10.0  5 5.0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGNHHK... D99 J99 F99 K99 H99 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ..FFN..KGGN..K.HH J99 F97 L99 K99 H97 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGN..KHH. J98 F97 K99 H98 L99 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJ.FF.NJ.KGGNJ.K.HH J97 F98 L99 K99 H97 
10.0  5 5.0 JBBCCCJ..LDDJAAL.MFFK..M..KGGNHH...N L99 D97 H99 M99 N99 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJ..FFNJ.KGGNJ.KHH. J97 F97 K99 H98 L99 
10.0  5 5.0 .BBCCCJ..DDMJAAL.MJFFL.N..KGGN..K.HH D98 J99 F99 K99 H97 
10.0  5 5.0 JBBCCCJ.DD..JAAL.MFF.L.M..KGGN..KHHN D99 K99 H98 M99 N99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M....FF..KGGN..KHHN F96 L99 K99 H98 N99 
10.0  5 5.0 .BBCCC...DDM.AAL.MJFFL.NJ.KGGNJ.K.HH D98 J97 F99 K99 H97 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJ..FFNJ.KGGNHHK... J98 F97 K99 H99 L99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M...FF...KGGNHHK..N F97 N99 K99 H99 L99 
10.0  5 5.0 JBBCCCJ..LDDJAAL.MFFK..M..KGGN..HH.N L99 D97 H99 M99 N99 
10.0  5 5.0 JBBCCCJ..DD.JAAL.MFF.L.M..KGGNHHK..N D98 K99 H99 M99 N99 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJ.FF.N..KGGN..K.HH J99 F98 L99 K99 H97 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M..FF....KGGNHHK..N F98 N99 K99 H99 L99 
10.0  5 5.0 .BBCCC...DDMJAAL.MJFFL.NJ.KGGNHHK... J98 D98 F99 K99 H99 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGN..KHH. J98 F99 K99 H98 L99 
10.0  5 5.0 BB.CCCJDD..MJAAL.MJFFL.N..KGGN..K.HH B99 J99 F99 K99 H97 
10.0  5 5.0 .BBCCC.DDL.MJAAL.MJFF..NJ.KGGN..K.HH L99 J98 F99 K99 H97 
10.0  5 5.0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGN..K.HH D99 J98 F99 K99 H97 
10.0  5 5.0 .BBCCC..DD.M.AAL.MJFFL.NJ.KGGNJ.KHH. D99 J97 F99 K99 H98 
10.0  5 5.0 .BBCCC.DD..MAA.L.MJFFL.NJ.KGGNJ.KHH. A99 J97 F99 K99 H98 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJFF..NJ.KGGNJ.KHH. L99 J97 F99 K99 H98 
10.0  5 5.0 .BBCCCJ.DD.MJAAL.MJFFL.N..KGGN..KHH. J99 F99 D99 K99 H98 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M..FF....KGGN..KHHN F98 L99 K99 H98 N99 
10.0  5 5.0 .BBCCC.DDL.M.AAL.MJFF..NJ.KGGNJ.K.HH L99 J97 F99 K99 H97 
10.0  5 5.0 JBBCCCJ..DDMJAAL.M.FFL....KGGNHHK..N F99 K99 N99 H99 D98 
10.0  5 5.0 .BBCCCDD...M.AAL.MJFFL.NJ.KGGNJ.KHH. D99 J97 F99 K99 H98 
10.0  5 5.0 .BBCCC..DD.M.AAL.MJFFL.NJ.KGGNJ.K.HH J97 D99 F99 K99 H97 
10.0  5 5.0 .BBCCCJDDL.MJAAL.MJFF..N..KGGNHHK... J99 F99 K99 H99 L99 
10.0  5 5.0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGN..K.HH D99 J98 F99 K99 H97 
10.0  5 5.0 JBBCCCJ...DDJAAL.MFF.L.M..KGGNHHK..N D97 K99 H99 M99 N99 
10.0  5 5.0 BB.CCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. B99 J97 F99 K99 H98 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M...FF...KGGN..KHHN F97 L99 K99 H98 N99 
10.0  5 5.0 BB.CCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. B99 J98 F99 K99 H98 
10.0  5 5.0 .BBCCCDD...MJAAL.MJFFL.NJ.KGGN..KHH. D99 J98 F99 K99 H98 
10.0  5 5.0 .BBCCC.DD..MJAAL.MJFFL..J.KGGNHHK..N J98 F99 K99 H99 N99 
10.0  5 5.0 JBBCCCJ..DDMJAAL.M.FFL....KGGN..KHHN N99 F99 K99 H98 D98 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M..KFFN..KGGN...HH. K98 F97 H98 L99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M..KFFN..KGGNHH.... K98 F97 H99 L99 
10.0  5 5.0 BB.CCCJDD..MJAAL.MJFFL.N..KGGN..KHH. B99 J99 F99 K99 H98 
10.0  5 5.0 .BBCCCJDD..MJAAL.MJFFL....KGGN..KHHN J99 F99 K99 H98 N99 
10.0  5 5.0 JBBCCCJDDL.MJAAL.M....FF..KGGNHHK..N F96 N99 K99 H99 L99 
10.0  5 5.0 .BBCCC..DD.MJAAL.MJFFL.NJ.KGGN..KHH. J98 F99 D99 K99 H98 
10.5  8 2.5 BBCCCM..DD.MJAAL..JFFL.NJ.KGGNHHK... D99 M99 C99 B99 J98 F99 K99 H99 
10.5  8 2.5 BBCCCM.DDL.MJAAL..JFF..NJ.KGGNHHK... L99 M99 C99 B99 J98 F99 K99 H99 
10.5  8 2.5 BBCCCM.DD..MJAAL..JFFL..J.KGGNHHK..N N99 M99 C99 B99 J98 F99 K99 H99 
10.5  8 2.5 BBCCCMDD...MJAAL..JFFL.NJ.KGGNHHK... D99 M99 C99 B99 J98 F99 K99 H99 
10.5  8 2.5 BBCCCM...DDMJAAL..JFFL.NJ.KGGN..K.HH D98 M99 C99 B99 J98 F99 K99 H97 
10.5  8 2.5 BBCCCM..DD.MJAAL..JFFL.NJ.KGGN..K.HH D99 M99 C99 B99 J98 F99 K99 H97 
10.5  8 2.5 BBCCCMDD...MJAAL..JFFL.NJ.KGGN..K.HH D99 M99 C99 B99 J98 F99 K99 H97 
10.5  8 2.5 BBCCCM...DDMJAAL..JFFL.NJ.KGGNHHK... D98 M99 C99 B99 J98 F99 K99 H99 
10.5  8 2.5 BBCCCM.DDL.MJAAL..J.FF.NJ.KGGN..K.HH M99 C99 B99 J98 F98 L99 K99 H97 
10.5  8 2.5 BBCCCM..DD.M.AAL..JFFL.NJ.KGGNJ.K.HH D99 M99 C99 B99 J97 F99 K99 H97 
10.5  8 2.5 BBCCCM.DD..MAA.L..JFFL.NJ.KGGNJ.K.HH A99 M99 C99 B99 J97 F99 K99 H97 
10.5  8 2.5 BBCCCM.DDL.M.AAL..JFF..NJ.KGGNJ.K.HH L99 M99 C99 B99 J97 F99 K99 H97 
10.5  8 2.5 BBCCCM.DDL.M.AAL..J.FF.NJ.KGGNJ.KHH. M99 C99 B99 J97 F98 K99 H98 L99 
10.5  8 2.5 BBCCCMDD...M.AAL..JFFL.NJ.KGGNJ.K.HH D99 M99 C99 B99 J97 F99 K99 H97 
10.5  8 2.5 BBCCCMJ..DDMJAAL..JFFL.N..KGGNHHK... D98 M99 C99 B99 J99 F99 K99 H99 
10.5  8 2.5 BBCCCMJDDL.MJAAL..JFF..N..KGGNHHK... L99 M99 C99 B99 J99 F99 K99 H99 
10.5  8 2.5 BBCCCMJDD..MJAAL..JFFL....KGGNHHK..N N99 M99 C99 B99 J99 F99 K99 H99 
10.5  8 2.5 BBCCCMJ.DD.MJAAL..JFFL.N..KGGNHHK... M99 C99 D99 B99 J99 F99 K99 H99 
10.5  8 2.5 BBCCCMJDDL.MJAAL..J..FFN..KGGNHHK... M99 C99 B99 J99 F97 K99 H99 L99 
10.5  8 2.5 BBCCCM.DD..M.AAL..JFFL..J.KGGNJ.KHHN M99 C99 B99 J97 F99 K99 H98 N99 
10.5  8 2.5 BBCCCMJDDL.MJAAL..JFF..N..KGGN..K.HH M99 C99 B99 L99 J99 F99 K99 H97 
10.5  8 2.5 BBCCCMJ.DD.MJAAL..JFFL.N..KGGN..K.HH M99 C99 B99 D99 J99 F99 K99 H97 
10.5  8 2.5 BBCCCM...DDM.AAL..JFFL.NJ.KGGNJ.K.HH D98 M99 C99 B99 J97 F99 K99 H97 
10.5  8 2.5 BBCCCM.DDL.MJAAL..J..FFNJ.KGGNHHK... M99 C99 B99 J98 F97 K99 H99 L99 
10.5  8 2.5 BBCCCMJDDL.MJAAL..J.FF.N..KGGNHHK... M99 C99 B99 J99 F98 K99 H99 L99 
10.5  8 2.5 BBCCCMJ..DDMJAAL..JFFL.N..KGGN..K.HH D98 M99 C99 B99 J99 F99 K99 H97 
10.5  8 2.5 BBCCCMJ..DDMJAAL..JFFL.N..KGGN..KHH. M99 C99 B99 J99 F99 K99 H98 D98 
10.5  8 2.5 BBCCCM.DDL.MJAAL..JFF..NJ.KGGN..K.HH L99 M99 C99 B99 J98 F99 K99 H97 
10.5  8 2.5 BBCCCM...DDMJAAL..JFFL.NJ.KGGN..KHH. D98 M99 C99 B99 J98 F99 K99 H98 
10.5  8 2.5 BBCCCM.DDL.MJAAL..JFF..NJ.KGGN..KHH. L99 M99 C99 B99 J98 F99 K99 H98 
10.5  8 2.5 BBCCCM.DD..MJAAL..JFFL..J.KGGN..KHHN N99 M99 C99 B99 J98 F99 K99 H98 
10.5  8 2.5 BBCCCMDD...MJAAL..JFFL.NJ.KGGN..KHH. D99 M99 C99 B99 J98 F99 K99 H98 
10.5  8 2.5 BBCCCM..DD.MJAAL..JFFL.NJ.KGGN..KHH. D99 M99 C99 B99 J98 F99 K99 H98 
10.5  8 2.5 BBCCCMJDDL.MJAAL..JFF..N..KGGN..KHH. M99 C99 B99 J99 F99 K99 H98 L99 
10.5  8 2.5 BBCCCMJ.DD.MJAAL..JFFL.N..KGGN..KHH. M99 C99 B99 J99 F99 D99 K99 H98 
10.5  8 2.5 BBCCCM..DD.M.AAL..JFFL.NJ.KGGNJ.KHH. M99 C99 B99 D99 J97 F99 K99 H98 
